id,date_sold,bedrooms,bathrooms,m2_living,m2_total,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode,lat,long,m2_living15,m2_total15,price
8945200830,25/03/2015,3,1,91.97,792.27,1,0,0,3,6,91.97,0.0,1966,0,98023,47.3066,-122.371,114.08,821.26,210490
4178300310,16/07/2014,4,3,212.75,1246.38,2,0,0,4,9,212.75,0.0,1981,0,98007,47.6194,-122.151,248.98,1271.37,785000
9215400105,28/04/2015,3,2,116.13,553.98,1,0,0,4,7,116.13,0.0,1953,0,98115,47.6796,-122.301,90.12,473.8,450000
822039084,11/03/2015,3,3,255.76,6039.11,1,1,2,5,9,201.13,54.63,1953,0,98070,47.4041,-122.451,248.98,6736.62,1350000
5245600105,16/09/2014,3,1,110.55,854.61,1,0,0,3,7,110.55,0.0,1955,0,98148,47.4258,-122.322,110.55,869.94,228000
7231300125,17/02/2015,5,3,292.64,848.57,1,0,0,4,8,152.36,140.28,1966,0,98056,47.4934,-122.189,184.88,848.48,345000
7518505990,31/12/2014,3,2,130.99,379.04,1,0,0,4,7,92.9,38.09,1950,0,98117,47.6808,-122.384,130.99,379.04,600000
3626039271,05/02/2015,2,2,183.95,794.31,1,0,0,3,7,91.97,91.97,1981,0,98117,47.6989,-122.369,137.5,625.98,585000
4217401195,03/03/2015,5,3,253.62,557.41,2,0,0,3,8,197.88,55.74,1927,0,98105,47.6571,-122.281,253.62,557.41,920000
9822700295,12/05/2014,4,3,262.91,464.51,2,0,0,3,9,262.91,0.0,1995,0,98105,47.6597,-122.29,181.16,464.51,885000
9478500640,19/08/2014,4,3,209.03,417.6,2,0,0,3,7,209.03,0.0,2008,0,98042,47.3663,-122.114,209.03,418.06,292500
2799800710,07/04/2015,3,3,224.82,441.29,2,0,0,3,8,224.82,0.0,2003,0,98042,47.3663,-122.122,249.91,441.29,301000
7922800400,27/08/2014,5,4,301.93,1332.4,2,0,4,4,8,301.93,0.0,1968,0,98008,47.588,-122.116,274.99,1026.01,951000
8079040320,23/02/2015,4,3,171.87,926.79,2,0,0,3,8,171.87,0.0,1991,0,98059,47.5059,-122.149,210.89,793.57,430000
1516000055,10/12/2014,3,3,199.74,1972.78,1,0,3,4,8,147.71,52.03,1959,0,98166,47.4336,-122.339,238.76,1755.85,650000
9558200045,28/08/2014,3,2,117.06,780.38,1,0,0,3,7,117.06,0.0,1954,0,98148,47.4366,-122.335,119.84,812.89,289000
5072410070,21/10/2014,3,2,234.02,807.32,2,0,0,5,8,234.02,0.0,1973,0,98166,47.4428,-122.344,232.26,882.57,505000
9528102996,07/12/2014,3,2,143.07,96.99,3,0,0,3,8,143.07,0.0,2014,0,98115,47.6765,-122.32,146.79,287.07,549000
1189001180,03/06/2014,3,3,154.22,557.41,1,0,0,3,7,103.12,51.1,1979,0,98122,47.6113,-122.297,133.78,379.04,425000
3253500160,20/11/2014,3,3,257.34,353.86,2,0,0,5,7,164.44,92.9,1925,0,98144,47.5747,-122.304,133.78,371.61,317625
3394100030,09/09/2014,4,3,252.69,1026.48,2,0,0,3,10,252.69,0.0,1989,0,98004,47.5815,-122.192,255.48,1026.48,975000
3717000160,09/10/2014,4,3,208.1,431.81,2,0,0,3,7,208.1,0.0,2005,0,98001,47.3378,-122.257,206.34,423.36,287000
1274500060,25/08/2014,3,1,92.9,1121.33,1,0,0,4,7,92.9,0.0,1968,0,98042,47.3621,-122.11,93.83,1173.82,204000
1802000060,12/06/2014,5,3,297.29,1872.72,1,0,0,3,8,148.64,148.64,1965,0,98004,47.6303,-122.215,314.94,1872.72,1330000
1525059190,12/09/2014,5,4,443.14,4653.85,1,0,0,4,11,285.21,157.93,1973,0,98005,47.6525,-122.16,327.95,3615.48,1040000
1049000060,05/01/2015,3,2,117.06,521.37,1,0,0,4,7,117.06,0.0,1972,0,98034,47.7362,-122.179,152.36,440.82,325000
8820901275,10/06/2014,4,2,255.48,725.29,2,0,0,5,7,209.03,46.45,1916,0,98125,47.7168,-122.287,140.28,725.29,571000
5416510140,10/07/2014,4,3,221.11,464.51,2,0,0,3,8,221.11,0.0,2005,0,98038,47.3608,-122.036,224.82,464.51,360000
3444100400,16/03/2015,3,2,166.3,4694.26,1,0,0,5,7,101.26,65.03,1965,0,98042,47.3511,-122.073,180.23,4694.26,349000
3276920270,05/11/2014,4,4,318.65,3261.06,2,0,0,4,10,222.04,96.62,1986,0,98075,47.5822,-121.987,301.0,3253.44,832500
4036801170,13/10/2014,4,2,163.51,678.19,1,0,0,3,7,81.75,81.75,1956,0,98008,47.6034,-122.125,156.08,696.77,380000
2391600320,20/04/2015,3,1,96.62,470.09,1,0,0,3,7,96.62,0.0,1941,0,98116,47.5636,-122.394,82.68,470.09,480000
6300000287,09/06/2014,3,1,130.99,470.09,1,0,0,4,7,84.54,46.45,1956,0,98133,47.7073,-122.34,104.98,528.89,410000
1531000030,23/03/2015,4,3,320.51,3686.64,2,0,0,3,10,320.51,0.0,2002,0,98010,47.342,-122.025,311.22,3692.87,720000
5104520400,02/12/2014,3,3,218.32,473.8,2,0,0,3,8,218.32,0.0,2003,0,98038,47.3512,-122.008,218.32,498.23,390000
7437100340,22/12/2014,4,3,176.51,547.1,2,0,0,3,7,176.51,0.0,1992,0,98038,47.349,-122.031,173.73,595.04,360000
9418400240,28/10/2014,2,1,187.66,624.3,1,0,0,3,7,93.83,93.83,1948,0,98118,47.5474,-122.291,159.79,624.3,355000
1523059105,28/01/2015,3,2,156.08,809.36,1,0,0,3,8,156.08,0.0,1964,0,98059,47.4811,-122.149,171.87,817.26,356000
1133000671,02/06/2014,3,1,89.19,616.31,1,0,0,3,6,89.19,0.0,1952,0,98125,47.7264,-122.31,145.86,669.18,315000
4232902595,14/11/2014,3,2,198.81,334.45,2,0,0,3,9,176.51,22.3,1925,0,98119,47.6337,-122.365,187.66,445.93,940000
2599001200,03/11/2014,5,3,247.12,780.38,2,0,0,5,7,247.12,0.0,1961,0,98092,47.2909,-122.189,147.71,758.55,305000
3342103156,18/06/2014,3,4,257.34,583.24,2,0,0,3,9,183.95,73.39,2006,0,98056,47.5228,-122.199,176.51,682.74,461000
1332700270,19/05/2014,2,3,149.57,189.52,2,0,0,4,7,149.57,0.0,1979,0,98056,47.518,-122.194,181.16,188.13,215000
3869900162,04/09/2014,2,2,95.69,99.03,2,0,0,3,7,71.07,24.62,2006,0,98136,47.5394,-122.387,95.69,102.75,335000
2791500270,22/05/2014,4,3,183.95,687.76,2,0,0,3,7,183.95,0.0,1988,0,98023,47.2897,-122.372,183.95,697.7,243500
5036300431,11/03/2015,5,3,327.02,590.21,2,0,0,4,10,327.02,0.0,2001,0,98199,47.6506,-122.391,234.11,580.64,1100000
4168000060,26/02/2015,3,1,111.48,975.47,1,0,0,3,7,111.48,0.0,1962,0,98023,47.322,-122.351,125.42,975.47,153000
6021501535,25/07/2014,3,2,146.79,464.51,1,0,0,3,8,119.84,26.94,1939,0,98117,47.687,-122.386,145.86,418.06,430000
6021501535,23/12/2014,3,2,146.79,464.51,1,0,0,3,8,119.84,26.94,1939,0,98117,47.687,-122.386,145.86,418.06,700000
1483300570,08/09/2014,4,3,306.58,952.25,1,0,0,3,7,222.04,84.54,1946,1991,98040,47.5873,-122.249,181.16,561.59,905000
3422049190,30/03/2015,3,2,182.09,1456.8,1,0,0,3,7,182.09,0.0,1967,0,98032,47.3576,-122.277,162.58,1450.76,247500
1099611230,12/09/2014,4,2,107.77,594.57,1,0,0,4,7,107.77,0.0,1975,0,98023,47.3036,-122.378,107.77,594.57,199000
722079104,11/07/2014,3,2,168.15,3883.31,1,0,0,5,7,112.41,55.74,1980,0,98038,47.4109,-121.958,153.29,12545.15,314000
7338200240,16/05/2014,3,3,215.53,3423.17,2,0,2,3,9,215.53,0.0,1992,0,98045,47.4838,-121.714,236.9,3257.62,437500
1952200240,11/06/2014,3,3,192.31,1230.12,2,0,0,5,9,117.99,74.32,1910,0,98102,47.6415,-122.315,204.38,418.06,850830
5200100125,27/10/2014,3,2,183.95,323.11,2,0,0,4,7,133.78,50.17,1929,0,98117,47.6775,-122.372,149.57,323.11,555000
7214720075,12/12/2014,3,3,203.46,9995.63,2,0,0,4,8,203.46,0.0,1983,0,98077,47.7731,-122.08,238.76,4438.59,699950
2450000295,07/10/2014,3,3,271.27,753.72,2,0,0,3,8,271.27,0.0,1950,2010,98004,47.5814,-122.196,220.18,753.72,1090000
6197800045,24/09/2014,3,1,112.41,3151.15,1,0,0,3,7,112.41,0.0,1954,0,98058,47.4375,-122.184,152.36,1385.17,290000
1328310370,02/04/2015,3,3,217.39,929.49,1,0,0,4,8,135.64,81.75,1978,0,98058,47.4431,-122.133,209.03,758.27,375000
546000875,23/05/2014,3,1,155.15,372.07,2,0,0,4,7,108.7,46.45,1939,0,98117,47.6878,-122.38,115.2,372.07,460000
3530510041,23/07/2014,2,2,115.2,231.61,1,0,0,4,8,115.2,0.0,1985,0,98198,47.3813,-122.322,117.99,461.35,188500
1853000400,05/03/2015,4,3,291.71,2604.7,2,0,0,4,10,291.71,0.0,1991,0,98077,47.7304,-122.082,277.78,3251.67,680000
3134100116,27/08/2014,5,2,188.59,1146.6,2,0,0,4,7,188.59,0.0,1942,0,98052,47.6417,-122.109,232.26,876.35,470000
9545230140,25/07/2014,4,3,214.6,894.09,2,0,0,3,8,214.6,0.0,1984,0,98027,47.5386,-122.053,180.23,895.21,597750
3362400511,04/03/2015,3,2,117.06,309.18,1,0,0,5,6,65.03,52.03,1905,0,98103,47.6823,-122.349,128.21,328.5,570000
2525310310,16/09/2014,3,2,143.07,1170.57,1,0,0,4,7,107.77,35.3,1980,0,98038,47.3624,-122.031,143.07,1082.87,272500
6126500060,24/11/2014,3,2,193.24,554.53,1,0,2,3,7,100.33,92.9,1971,0,98108,47.5474,-122.295,194.17,510.96,329950
8961960160,28/10/2014,4,3,300.07,1502.32,2,0,3,3,9,234.11,65.96,2001,0,98001,47.3183,-122.253,245.26,791.25,480000
3626039325,21/11/2014,3,4,406.91,589.93,2,0,0,3,8,258.27,148.64,1900,1999,98117,47.6981,-122.368,170.01,589.93,740500
3362400431,26/06/2014,3,4,147.71,102.38,3,0,0,3,8,147.71,0.0,2010,0,98103,47.6824,-122.347,150.5,294.13,518500
4060000240,23/06/2014,2,1,81.75,629.88,1,0,0,4,6,81.75,0.0,1945,0,98178,47.5009,-122.248,110.55,629.88,205425
3454800060,08/01/2015,4,2,145.86,891.86,1,0,0,3,6,145.86,0.0,1950,0,98168,47.4965,-122.303,174.66,836.12,171800
1695900060,11/05/2015,4,1,149.57,277.03,2,0,0,4,7,149.57,0.0,1925,0,98144,47.587,-122.294,149.57,375.33,535000
7278700070,02/01/2015,3,3,222.97,601.45,1,0,2,3,8,144.93,78.04,1964,0,98177,47.7728,-122.386,217.39,1008.55,660000
6675500070,19/11/2014,3,2,134.71,848.38,1,0,0,3,7,134.71,0.0,1987,0,98034,47.7288,-122.226,146.79,845.78,391500
3626039187,06/04/2015,2,1,71.53,557.41,1,0,0,3,6,71.53,0.0,1953,0,98117,47.6999,-122.364,158.86,557.41,395000
3524049083,04/11/2014,4,2,195.09,408.77,2,0,0,5,7,159.79,35.3,1924,0,98118,47.5299,-122.266,171.87,408.77,445000
3275860240,18/06/2014,3,3,270.35,947.97,2,0,0,3,9,270.35,0.0,1990,0,98052,47.6897,-122.098,250.84,1299.89,770000
4389200955,02/03/2015,4,3,255.48,1652.64,2,0,0,3,8,183.95,71.53,1914,1992,98004,47.6141,-122.212,284.28,1047.47,1450000
4058801670,17/07/2014,3,3,195.09,761.89,1,0,2,3,8,150.5,44.59,1967,0,98178,47.5091,-122.244,247.12,809.36,445000
8732020310,17/07/2014,4,3,200.67,818.56,1,0,0,3,8,126.35,74.32,1978,0,98023,47.3129,-122.39,194.17,780.38,260000
2331300505,13/06/2014,5,4,215.53,460.8,2,0,0,5,7,159.79,55.74,1926,0,98103,47.6763,-122.352,157.93,460.8,822500
7853210060,06/04/2015,4,3,192.31,400.41,2,0,0,3,7,192.31,0.0,2004,0,98065,47.5319,-121.85,183.02,348.2,430000
3668000070,05/01/2015,3,2,98.48,731.61,1,0,0,4,7,98.48,0.0,1986,0,98092,47.2761,-122.152,131.92,713.49,212000
9545240070,28/04/2015,4,3,186.73,892.14,1,0,0,3,8,133.78,52.95,1986,0,98027,47.5343,-122.054,191.38,909.79,660500
1243100136,12/06/2014,3,4,366.96,10319.4,2,0,0,3,9,228.54,138.42,1989,0,98052,47.697,-122.072,230.4,8221.85,784000
8929000270,12/05/2014,3,3,186.73,212.47,2,0,0,3,8,129.13,57.6,2014,0,98029,47.5517,-121.998,157.0,154.4,453246
2767602356,26/01/2015,4,4,198.81,211.63,3,0,0,3,9,198.81,0.0,2005,0,98107,47.6734,-122.38,143.07,212.28,675000
921049315,13/08/2014,3,2,122.63,1615.57,1,0,0,4,7,122.63,0.0,1956,0,98003,47.3257,-122.296,144.0,1789.76,199000
3655000070,05/08/2014,4,2,187.66,728.35,1,0,0,3,7,93.83,93.83,1968,0,98003,47.3309,-122.299,162.58,756.22,220000
4027700812,29/05/2014,4,3,240.62,929.21,1,0,0,4,8,124.49,116.13,1968,0,98028,47.7689,-122.266,144.0,969.53,452000
3992700335,07/07/2014,2,1,110.55,412.49,1,0,0,3,6,110.55,0.0,1981,0,98125,47.7135,-122.287,98.48,530.94,382500
2767603505,07/05/2014,3,3,108.7,116.03,3,0,0,3,8,108.7,0.0,2014,0,98107,47.6722,-122.381,125.42,121.7,519950
4232901525,27/06/2014,2,1,103.12,297.29,1,0,0,3,7,103.12,0.0,1925,0,98119,47.6338,-122.358,108.7,334.45,665000
1777500060,08/07/2014,5,3,261.98,870.96,1,0,0,4,8,144.0,117.99,1968,0,98006,47.5707,-122.128,261.98,870.96,527700
1432900240,08/05/2015,3,1,149.57,797.01,1,0,0,4,7,93.83,55.74,1962,0,98058,47.4563,-122.171,149.57,797.01,205000
6140100875,15/04/2015,3,1,98.48,752.23,1,0,0,4,7,87.33,11.15,1923,0,98133,47.7144,-122.351,144.93,737.64,420000
6071600370,27/02/2015,4,3,188.59,791.25,1,0,0,4,8,128.21,60.39,1961,0,98006,47.5495,-122.174,207.17,819.77,500000
1526069017,03/12/2014,4,3,340.95,29298.96,2,0,0,4,9,340.95,0.0,1994,0,98077,47.7421,-122.026,263.84,8174.56,921500
809001525,25/06/2014,4,1,236.9,371.61,2,0,0,3,8,220.18,16.72,1905,0,98109,47.6354,-122.353,204.38,371.61,890000
3224079105,06/08/2014,2,3,224.82,5665.55,2,0,0,3,7,224.82,0.0,2007,0,98027,47.5262,-121.943,180.23,18008.36,430000
8075400570,30/10/2014,5,2,209.96,1161.28,1,0,0,4,8,104.98,104.98,1960,0,98032,47.3887,-122.286,126.35,1672.24,258000
1994200024,04/11/2014,3,1,132.85,320.98,1,0,0,3,7,91.04,41.81,1947,0,98103,47.6873,-122.336,134.71,427.26,511000
3362900810,20/08/2014,3,2,126.35,287.07,2,0,0,3,8,126.35,0.0,1990,0,98103,47.6838,-122.353,139.35,287.07,532170
1324300398,09/04/2015,3,1,103.12,464.51,2,0,0,3,7,103.12,0.0,1947,0,98107,47.655,-122.359,131.92,464.51,560000
537000445,31/03/2015,3,1,116.13,761.8,1,0,0,4,7,116.13,0.0,1954,0,98003,47.3255,-122.304,156.08,802.03,282950
7855801670,01/04/2015,4,4,481.23,1844.11,2,0,3,3,12,328.87,152.36,2006,0,98006,47.562,-122.162,293.57,905.8,2250000
7920100045,16/05/2014,1,1,65.03,473.8,1,0,0,3,7,65.03,0.0,1942,0,98115,47.679,-122.3,93.83,473.8,350000
8960000030,28/07/2014,3,1,109.62,712.47,1,0,0,4,7,109.62,0.0,1967,0,98058,47.4479,-122.176,110.55,712.47,215000
6388930390,20/11/2014,5,4,367.89,2345.32,2,0,0,3,9,232.26,135.64,1996,0,98056,47.525,-122.172,245.26,1270.44,650000
8731900200,07/08/2014,4,3,245.26,696.77,1,0,0,3,8,150.5,94.76,1967,0,98023,47.3135,-122.369,183.95,731.61,320000
8029200135,13/11/2014,3,2,117.99,668.71,2,0,0,3,7,117.99,0.0,1916,2013,98022,47.2086,-121.996,107.77,668.71,247000
1081200350,03/10/2014,4,2,163.51,1038.65,1,0,0,4,8,163.51,0.0,1968,0,98059,47.4715,-122.118,160.72,1038.65,320000
84000105,07/05/2014,5,3,191.38,801.93,1,0,0,3,7,95.69,95.69,1962,0,98146,47.4877,-122.335,93.83,1085.1,255000
3756500060,09/03/2015,3,2,165.37,897.44,1,0,0,3,7,165.37,0.0,1962,0,98034,47.7171,-122.193,111.48,897.44,438000
7215720160,04/03/2015,3,3,315.87,1542.46,2,0,0,3,10,315.87,0.0,2000,0,98075,47.6012,-122.023,315.87,1170.66,900000
3574800520,20/06/2014,3,3,177.44,676.33,1,0,0,3,7,107.77,69.68,1979,0,98034,47.7319,-122.224,158.86,757.34,441000
2617300160,12/08/2014,3,2,187.66,3561.13,1,0,0,4,7,93.83,93.83,1975,0,98027,47.4582,-122.023,196.02,3399.29,420000
2558660270,08/12/2014,3,2,146.79,650.32,1,0,0,3,7,109.62,37.16,1976,0,98034,47.7209,-122.168,152.36,696.77,370000
2009000370,19/02/2015,2,2,124.49,673.54,1,0,0,5,5,65.03,59.46,1949,0,98198,47.408,-122.327,170.01,905.8,269950
1836980160,24/03/2015,4,3,248.98,417.97,2,0,0,3,9,248.98,0.0,1999,0,98006,47.565,-122.125,271.27,418.06,807100
3261020370,05/06/2014,3,3,248.98,905.8,1,0,0,4,8,149.57,99.41,1979,0,98034,47.7028,-122.231,230.4,812.89,653000
1755700060,11/06/2014,3,2,127.28,774.43,1,0,0,5,7,127.28,0.0,1964,0,98133,47.7458,-122.331,164.44,677.07,371500
4330600435,16/03/2015,3,2,144.93,1950.95,1,0,0,3,7,144.93,0.0,1954,0,98166,47.4776,-122.337,99.41,735.79,284000
9542800700,02/01/2015,3,2,200.67,663.32,1,0,0,4,7,155.15,45.52,1978,0,98023,47.3026,-122.374,179.3,682.83,272000
1999700045,02/05/2014,3,2,124.49,735.04,2,0,0,3,7,124.49,0.0,1955,0,98133,47.7658,-122.339,137.5,737.64,313000
1762600070,16/01/2015,4,3,360.46,3251.86,2,0,0,3,10,238.76,121.7,1984,0,98033,47.6477,-122.182,347.45,3272.95,917500
1687900520,29/09/2014,4,3,240.62,760.87,2,0,0,4,8,240.62,0.0,1980,0,98006,47.5619,-122.125,209.96,774.34,673000
7234600798,10/02/2015,3,3,104.05,102.19,2,0,0,3,8,76.18,27.87,2008,0,98122,47.6106,-122.31,147.71,166.76,425000
3881900445,09/07/2014,5,3,183.02,501.67,1,0,0,3,7,122.63,60.39,1986,0,98144,47.5868,-122.308,118.91,199.74,399950
2254502445,30/05/2014,3,1,113.34,445.93,1,0,0,3,6,113.34,0.0,1901,0,98122,47.6101,-122.307,111.48,445.93,385000
5437810320,17/11/2014,3,2,181.16,702.34,1,0,2,4,7,122.63,58.53,1975,0,98022,47.1976,-121.999,181.16,830.64,269950
9158100075,07/01/2015,2,1,125.42,763.66,1,0,0,3,7,98.48,26.94,1949,0,98177,47.7224,-122.358,143.07,769.23,330000
3830630310,25/07/2014,3,3,155.15,538.55,2,0,0,3,7,155.15,0.0,1988,0,98030,47.3505,-122.179,155.15,574.41,260000
8123100045,14/04/2015,4,3,221.11,476.12,2,0,0,4,7,156.08,65.03,1925,0,98126,47.5384,-122.376,130.99,499.35,470000
3127200041,13/06/2014,4,3,226.68,891.86,2,0,0,5,7,226.68,0.0,1961,0,98034,47.7044,-122.2,212.75,891.86,589000
6661200320,23/07/2014,2,2,97.55,317.63,2,0,0,3,7,97.55,0.0,1996,0,98038,47.3848,-122.039,97.55,317.45,163500
11510310,05/09/2014,4,3,290.78,1246.01,2,0,0,3,9,198.81,91.97,1993,0,98052,47.6993,-122.102,209.96,927.54,835000
825059270,21/11/2014,5,3,379.97,1193.79,1,0,2,4,10,194.17,185.8,1986,0,98033,47.6627,-122.188,235.97,954.11,1100000
8731951370,15/04/2015,4,2,138.42,929.02,1,0,0,4,8,102.19,36.23,1969,0,98023,47.3099,-122.379,203.46,827.76,269000
1954440060,05/05/2014,3,3,176.51,812.34,2,0,0,3,8,176.51,0.0,1987,0,98074,47.62,-122.043,188.59,812.34,560000
2264500350,18/04/2015,4,1,123.56,222.97,2,0,0,4,6,123.56,0.0,1901,0,98103,47.65,-122.34,123.56,408.77,615000
1115810060,05/12/2014,3,3,207.17,931.44,1,0,0,3,8,132.85,74.32,1975,0,98052,47.6647,-122.153,207.17,867.71,585188
9477200200,18/08/2014,3,2,153.29,880.71,1,0,0,3,7,113.34,39.95,1977,0,98034,47.726,-122.191,143.07,780.38,305000
1432600560,05/11/2014,3,1,110.55,819.4,1,0,0,3,6,110.55,0.0,1959,0,98058,47.4616,-122.184,114.27,741.36,166950
2287000060,12/09/2014,3,3,198.81,919.45,1,0,0,4,8,198.81,0.0,1959,0,98040,47.5505,-122.219,248.98,936.73,799000
